N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
1318,,,,5.0,1.5,4800,1100,,,,,27,,,False,,,,,5.0,1.5,4800,,,1205.8
1319,,,,1.0,1.0,2000,500,,,,,28,,,False,,,,,1.0,1.0,2000,,,585.1
1320,,,,1.5,1.0,800,100,,,,,26,,,False,,,,,1.5,1.0,800,,,305.1
1321,,,,7.0,4.0,3000,600,,,,,32,,,False,,,,,7.0,4.0,3000,,,797.5
1322,,,,5.0,1.0,4000,500,,,,,27,,,False,,,,,5.0,1.0,4000,,,986.1
1323,,,,4.0,1.0,4000,500,,,,,25,,,False,,,,,4.0,1.0,4000,,,985.8
1324,,,,4.0,4.0,1710,475,,,,,27,,,False,,,,,4.0,4.0,1710,,,526.2
1325,,,,1.0,2.0,1000,200,,,,,28,,,False,,,,,1.0,2.0,1000,,,355.9
1326,,,,5.0,1.5,4300,1100,,,,,25,,,True,,,,,5.0,1.5,4300,,,1106.5
1327,,,,0.25,0.25,300,0,,,,,24,,,False,,,,,0.25,0.25,300,,,195.2
1328,,,,2.0,1.0,1100,700,,,,,21,,,True,,,,,2.0,1.0,1100,,,425.6
1329,,,,4.0,0.5,2700,700,,,,,25,,,False,,,,,4.0,0.5,2700,,,746.3
1330,,,,3.1646325459317586,5.0,4000,100,,,,,33,,,False,,,,,10.0,5.0,4000,,,948.6164632545931
1331,,,,3.0,2.0,1800,600,,,,,23,,,False,,,,,3.0,2.0,1800,,,556.4
1332,,,,1.5,1.5,900,300,,,,,22,,,False,,,,,1.5,1.5,900,,,346.0
1333,,,,1.5,1.5,900,300,,,,,22,,,True,,,,,1.5,1.5,900,,,346.2
1334,,,,3.1646325459317586,1.7654267970401691,4000,1000,,,,,40,,,False,,,,,10.0,10.0,4000,,,1039.8930059342972
1335,,,,0.5,0.25,400,100,,,,,22,,,True,,,,,0.5,0.25,400,,,225.95
1336,,,,3.1646325459317586,1.7654267970401691,180,0,,,,,20,,,True,,,,,0.0,0.0,180,,,172.1930059342972
1337,,,,4.0,2.0,2000,500,,,,,29,,,False,,,,,4.0,2.0,2000,,,587.8
1338,,,,5.0,0.5,3200,1000,,,,,27,,,False,,,,,5.0,0.5,3200,,,877.6
1339,,,,0.25,0.25,180,30,,,,,26,,,False,,,,,0.25,0.25,180,,,175.6
1340,,,,9.0,0.5,3000,600,,,,,31,,,False,,,,,9.0,0.5,3000,,,799.0
1341,,,,5.0,2.0,715,100,,,,,30,,,False,,,,,5.0,2.0,715,,,291.5
1342,,,,5.0,3.0,2100,700,,,,,26,,,False,,,,,5.0,3.0,2100,,,628.4
1343,,,,3.1646325459317586,1.7654267970401691,350,50,,,,,33,,,False,,,,,10.0,10.0,350,,,215.09300593429717
1344,,,,8.0,1.7654267970401691,4300,1200,,,,,30,,,False,,,,,8.0,0.0,4300,,,1119.176542679704
1345,,,,8.0,4.0,2500,0,,,,,31,,,False,,,,,8.0,4.0,2500,,,640.0
1346,,,,1.5,1.5,1100,300,,,,,23,,,False,,,,,1.5,1.5,1100,,,387.5
1347,,,,1.5,1.5,1000,200,,,,,32,,,False,,,,,1.5,1.5,1000,,,358.5
1348,,,,1.0,0.5,700,200,,,,,25,,,False,,,,,1.0,0.5,700,,,297.6
1349,,,,1.0,1.0,500,250,,,,,30,,,False,,,,,1.0,1.0,500,,,263.3
1350,,,,3.0,0.25,3200,1400,,,,,35,,,False,,,,,3.0,0.25,3200,,,919.15
1351,,,,2.0,2.0,1000,250,,,,,34,,,False,,,,,2.0,2.0,1000,,,364.3
1352,,,,6.0,6.0,2000,200,,,,,27,,,False,,,,,6.0,6.0,2000,,,560.3
1353,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,17,,,True,,,,,0.0,0.0,300,,,197.5930059342972
1354,,,,4.0,0.5,2500,300,,,,,26,,,False,,,,,4.0,0.5,2500,,,668.9
1355,,,,3.1646325459317586,2.0,2500,300,,,,,34,,,False,,,,,10.0,2.0,2500,,,670.6164632545931
1356,,,,0.5,0.5,600,300,,,,,23,,,False,,,,,0.5,0.5,600,,,288.1
1357,,,,5.0,3.0,2500,0,,,,,25,,,False,,,,,5.0,3.0,2500,,,639.8
1358,,,,3.0,1.0,3200,1200,,,,,27,,,False,,,,,3.0,1.0,3200,,,899.3
1359,,,,5.0,1.5,2400,1700,,,,,25,,,False,,,,,5.0,1.5,2400,,,789.7
1360,,,,7.0,0.5,1000,0,,,,,30,,,False,,,,,7.0,0.5,1000,,,340.5
1361,,,,5.0,2.0,1800,1000,,,,,30,,,False,,,,,5.0,2.0,1800,,,600.5
1362,,,,6.0,0.25,2500,0,,,,,32,,,False,,,,,6.0,0.25,2500,,,640.65
1363,,,,7.0,1.5,3500,100,,,,,29,,,False,,,,,7.0,1.5,3500,,,850.9
1364,,,,3.1646325459317586,2.0,1500,1000,,,,,35,,,False,,,,,10.0,2.0,1500,,,541.6164632545931
1365,,,,3.0,0.5,1500,400,,,,,25,,,False,,,,,3.0,0.5,1500,,,479.7
1366,,,,3.0,3.0,2200,400,,,,,26,,,False,,,,,3.0,3.0,2200,,,620.4
1367,,,,6.0,4.0,3000,0,,,,,27,,,False,,,,,6.0,4.0,3000,,,741.4
1368,,,,2.0,1.5,2500,1000,,,,,19,,,True,,,,,2.0,1.5,2500,,,739.5
1369,,,,5.0,1.5,2700,500,,,,,23,,,False,,,,,5.0,1.5,2700,,,730.5
1370,,,,2.0,2.0,1400,250,,,,,36,,,False,,,,,2.0,2.0,1400,,,446.4
1371,,,,1.5,0.5,700,70,,,,,28,,,False,,,,,1.5,0.5,700,,,287.3
1372,,,,6.0,1.0,3000,1800,,,,,27,,,False,,,,,6.0,1.0,3000,,,921.3
1373,,,,3.1646325459317586,2.0,3500,0,,,,,34,,,False,,,,,10.0,2.0,3500,,,842.4164632545932
1374,,,,0.5,0.5,1500,1200,,,,,19,,,True,,,,,0.5,0.5,1500,,,559.6
1375,,,,8.0,6.0,3450,0,,,,,36,,,False,,,,,8.0,6.0,3450,,,833.9
1376,,,,1.0,0.25,500,400,,,,,29,,,False,,,,,1.0,0.25,500,,,280.75
1377,,,,8.0,7.0,900,0,,,,,28,,,False,,,,,8.0,7.0,900,,,323.5
1378,,,,3.0,3.0,1600,600,,,,,23,,,False,,,,,3.0,3.0,1600,,,521.3
1379,,,,5.0,1.0,3500,400,,,,,31,,,False,,,,,5.0,1.0,3500,,,882.2
1380,,,,1.5,1.0,1200,900,,,,,20,,,True,,,,,1.5,1.0,1200,,,470.6
1381,,,,1.5,1.5,1000,350,,,,,24,,,False,,,,,1.5,1.5,1000,,,376.1
1382,,,,3.0,0.5,1000,200,,,,,26,,,False,,,,,3.0,0.5,1000,,,361.5
1383,,,,3.0,0.25,1900,700,,,,,28,,,False,,,,,3.0,0.25,1900,,,591.75
1384,,,,7.0,1.7654267970401691,2650,1150,,,,,30,,,False,,,,,7.0,0.0,2650,,,787.976542679704
1385,,,,7.0,1.5,4000,1000,,,,,25,,,False,,,,,7.0,1.5,4000,,,1042.7
1386,,,,0.25,0.25,200,0,,,,,21,,,True,,,,,0.25,0.25,200,,,180.9
1387,,,,1.5,1.0,1400,900,,,,,21,,,True,,,,,1.5,1.0,1400,,,511.4
1388,,,,3.1646325459317586,1.7654267970401691,4000,500,,,,,39,,,False,,,,,10.0,10.0,4000,,,995.1930059342973
1389,,,,3.0,3.0,800,0,,,,,23,,,False,,,,,3.0,3.0,800,,,302.4
1390,,,,1.5,1.5,760,250,,,,,29,,,False,,,,,1.5,1.5,760,,,319.5
1391,,,,5.0,5.0,1900,0,,,,,29,,,False,,,,,5.0,5.0,1900,,,524.0
1392,,,,0.25,0.25,300,100,,,,,26,,,False,,,,,0.25,0.25,300,,,211.9
1393,,,,1.5,1.5,1400,1000,,,,,26,,,False,,,,,1.5,1.5,1400,,,522.5
1394,,,,2.0,2.0,590,230,,,,,25,,,False,,,,,2.0,2.0,590,,,283.7
1395,,,,3.1646325459317586,2.0,6000,1500,,,,,37,,,False,,,,,10.0,2.0,6000,,,1494.916463254593
1396,,,,3.0,1.0,630,100,,,,,27,,,False,,,,,3.0,1.0,630,,,279.1
1397,,,,3.1646325459317586,6.0,4700,0,,,,,32,,,False,,,,,10.0,6.0,4700,,,1085.416463254593
1398,,,,1.5,0.25,900,550,,,,,28,,,False,,,,,1.5,0.25,900,,,377.95
1399,,,,3.0,1.0,400,0,,,,,32,,,False,,,,,3.0,1.0,400,,,223.9
1400,,,,3.1646325459317586,5.0,3800,0,,,,,38,,,False,,,,,10.0,5.0,3800,,,906.1164632545931
1401,,,,5.0,3.0,2650,500,,,,,29,,,False,,,,,5.0,3.0,2650,,,724.6
1402,,,,3.0,1.0,1600,0,,,,,28,,,False,,,,,3.0,1.0,1600,,,463.8
1403,,,,2.0,1.5,946,500,,,,,22,,,True,,,,,2.0,1.5,946,,,382.5
1404,,,,3.0,0.25,2000,500,,,,,30,,,False,,,,,3.0,0.25,2000,,,594.05
1405,,,,8.0,3.0,1600,100,,,,,32,,,False,,,,,8.0,3.0,1600,,,475.9
1406,,,,2.0,2.0,1200,400,,,,,23,,,False,,,,,2.0,2.0,1200,,,423.7
1407,,,,1.0,1.0,650,150,,,,,24,,,False,,,,,1.0,1.0,650,,,288.5
1408,,,,2.0,0.5,1350,500,,,,,37,,,False,,,,,2.0,0.5,1350,,,465.0
1409,,,,3.1646325459317586,1.7654267970401691,230,30,,,,,24,,,False,,,,,0.0,0.0,230,,,192.79300593429718
1410,,,,4.0,4.0,550,50,,,,,24,,,False,,,,,4.0,4.0,550,,,260.0
1411,,,,0.5,0.5,400,150,,,,,28,,,False,,,,,0.5,0.5,400,,,239.1
1412,,,,0.5,0.5,500,400,,,,,20,,,True,,,,,0.5,0.5,500,,,283.5
1413,,,,3.1646325459317586,1.7654267970401691,335,0,,,,,25,,,False,,,,,0.0,0.0,335,,,211.29300593429716
1414,,,,4.0,1.5,1500,400,,,,,23,,,False,,,,,4.0,1.5,1500,,,484.8
1415,,,,3.0,0.5,2000,0,,,,,28,,,False,,,,,3.0,0.5,2000,,,545.0
1416,,,,2.0,2.0,1400,350,,,,,29,,,False,,,,,2.0,2.0,1400,,,460.3
1417,,,,4.0,2.0,3000,300,,,,,24,,,False,,,,,4.0,2.0,3000,,,775.3
1418,,,,4.0,1.0,2500,300,,,,,23,,,False,,,,,4.0,1.0,2500,,,675.1
1419,,,,1.5,1.0,1000,750,,,,,23,,,True,,,,,1.5,1.0,1000,,,419.8
1420,,,,3.1646325459317586,3.0,3500,0,,,,,38,,,False,,,,,10.0,3.0,3500,,,847.7164632545931
1421,,,,2.0,0.25,1700,700,,,,,25,,,False,,,,,2.0,0.25,1700,,,555.05
1422,,,,3.0,1.7654267970401691,1400,1000,,,,,22,,,True,,,,,3.0,0.0,1400,,,525.276542679704
1423,,,,2.0,1.7654267970401691,2000,1350,,,,,26,,,False,,,,,2.0,0.0,2000,,,680.476542679704
1424,,,,0.5,0.5,650,650,,,,,21,,,True,,,,,0.5,0.5,650,,,339.8
1425,,,,4.0,5.0,2000,200,,,,,32,,,False,,,,,4.0,5.0,2000,,,567.5
1426,,,,0.25,0.25,500,0,,,,,20,,,True,,,,,0.25,0.25,500,,,244.8
1427,,,,2.0,2.0,1350,200,,,,,29,,,False,,,,,2.0,2.0,1350,,,436.4
1428,,,,2.0,1.5,1600,300,,,,,29,,,False,,,,,2.0,1.5,1600,,,496.4
1429,,,,5.0,2.0,570,100,,,,,28,,,False,,,,,5.0,2.0,570,,,271.1
1430,,,,2.0,1.7654267970401691,600,150,,,,,24,,,False,,,,,2.0,0.0,600,,,280.97654267970404
1431,,,,7.0,1.0,3000,300,,,,,30,,,False,,,,,7.0,1.0,3000,,,777.7
1432,,,,1.5,1.5,800,600,,,,,26,,,False,,,,,1.5,1.5,800,,,366.4
1433,,,,1.0,1.0,1200,40,,,,,26,,,False,,,,,1.0,1.0,1200,,,390.3
1434,,,,4.0,0.5,4550,1700,,,,,21,,,True,,,,,4.0,0.5,4550,,,1226.5
1435,,,,3.0,0.25,3000,1000,,,,,29,,,False,,,,,3.0,0.25,3000,,,847.05
1436,,,,3.1646325459317586,4.0,5000,1000,,,,,31,,,False,,,,,10.0,4.0,5000,,,1248.8164632545931
1437,,,,4.0,0.5,1900,900,,,,,38,,,False,,,,,4.0,0.5,1900,,,618.4
1438,,,,2.0,2.0,8800,800,,,,,29,,,False,,,,,2.0,2.0,8800,,,1987.5
1439,,,,5.0,1.7654267970401691,4800,0,,,,,27,,,False,,,,,5.0,0.0,4800,,,1107.7765426797039
1440,,,,6.0,1.0,3800,1300,,,,,26,,,False,,,,,6.0,1.0,3800,,,1038.0
1441,,,,5.0,1.0,650,100,,,,,26,,,False,,,,,5.0,1.0,650,,,287.9
1442,,,,4.0,1.7654267970401691,2200,300,,,,,25,,,False,,,,,4.0,0.0,2200,,,617.676542679704
1443,,,,9.0,1.5,3300,300,,,,,29,,,False,,,,,9.0,1.5,3300,,,839.3
1444,,,,3.0,3.0,2000,500,,,,,26,,,False,,,,,3.0,3.0,2000,,,598.2
1445,,,,3.0,0.5,840,280,,,,,24,,,False,,,,,3.0,0.5,840,,,343.6
1446,,,,1.5,1.5,500,100,,,,,21,,,False,,,,,1.5,1.5,500,,,257.3
1447,,,,5.0,2.0,2750,500,,,,,26,,,False,,,,,5.0,2.0,2750,,,748.7
1448,,,,7.0,3.0,3340,0,,,,,27,,,False,,,,,7.0,3.0,3340,,,817.5
1449,,,,3.0,2.0,910,300,,,,,22,,,True,,,,,3.0,2.0,910,,,360.2
1450,,,,1.0,1.0,1600,1300,,,,,26,,,False,,,,,1.0,1.0,1600,,,598.0
1451,,,,5.0,0.5,2500,0,,,,,26,,,False,,,,,5.0,0.5,2500,,,648.8
1452,,,,1.0,1.0,150,0,,,,,25,,,False,,,,,1.0,1.0,150,,,178.1
1453,,,,1.5,1.5,350,0,,,,,21,,,True,,,,,1.5,1.5,350,,,218.1
1454,,,,3.0,1.0,3400,1000,,,,,25,,,False,,,,,3.0,1.0,3400,,,928.7
1455,,,,7.0,4.0,4000,500,,,,,26,,,False,,,,,7.0,4.0,4000,,,1000.3
1456,,,,2.0,0.25,2000,1300,,,,,23,,,False,,,,,2.0,0.25,2000,,,678.35
1457,,,,5.0,0.25,4100,100,,,,,34,,,False,,,,,5.0,0.25,4100,,,980.15
1458,,,,5.0,0.5,3300,500,,,,,28,,,False,,,,,5.0,0.5,3300,,,859.7
1459,,,,4.0,1.0,3200,1000,,,,,28,,,False,,,,,4.0,1.0,3200,,,889.7
1460,,,,3.0,0.5,1700,600,,,,,25,,,False,,,,,3.0,0.5,1700,,,549.2
1461,,,,1.0,0.25,300,150,,,,,24,,,False,,,,,1.0,0.25,300,,,223.75
1462,,,,5.0,5.0,5200,1000,,,,,32,,,False,,,,,5.0,5.0,5200,,,1291.4
1463,,,,2.0,2.0,750,300,,,,,22,,,False,,,,,2.0,2.0,750,,,329.3
1464,,,,4.0,0.5,2200,400,,,,,24,,,False,,,,,4.0,0.5,2200,,,629.7
1465,,,,4.0,1.0,2500,1000,,,,,25,,,False,,,,,4.0,1.0,2500,,,750.0
1466,,,,8.0,3.0,2300,200,,,,,36,,,False,,,,,8.0,3.0,2300,,,632.4
1467,,,,2.0,1.5,800,400,,,,,32,,,False,,,,,2.0,1.5,800,,,350.6
1468,,,,3.1646325459317586,4.0,2500,200,,,,,39,,,False,,,,,10.0,4.0,2500,,,672.8164632545931
1469,,,,1.5,1.7654267970401691,1000,600,,,,,21,,,True,,,,,1.5,0.0,1000,,,409.576542679704
1470,,,,1.0,1.0,500,350,,,,,33,,,False,,,,,1.0,1.0,500,,,285.7
1471,,,,1.0,1.0,320,70,,,,,32,,,False,,,,,1.0,1.0,320,,,221.7
1472,,,,2.0,1.0,760,400,,,,,24,,,False,,,,,2.0,1.0,760,,,342.2
1473,,,,0.25,0.25,161,0,,,,,23,,,False,,,,,0.25,0.25,161,,,181.9
1474,,,,3.1646325459317586,0.5,2200,150,,,,,31,,,False,,,,,10.0,0.5,2200,,,606.9164632545932
1475,,,,3.0,1.5,2750,250,,,,,26,,,False,,,,,3.0,1.5,2750,,,726.0
1476,,,,3.0,0.5,4400,0,,,,,29,,,False,,,,,3.0,0.5,4400,,,1031.2
1477,,,,1.0,1.0,400,0,,,,,24,,,False,,,,,1.0,1.0,400,,,230.5
1478,,,,3.1646325459317586,4.0,5200,500,,,,,36,,,False,,,,,10.0,4.0,5200,,,1243.5164632545932
1479,,,,1.5,1.5,600,300,,,,,25,,,False,,,,,1.5,1.5,600,,,301.0
1480,,,,5.0,2.0,2090,0,,,,,27,,,False,,,,,5.0,2.0,2090,,,570.1
1481,,,,1.5,1.5,200,0,,,,,22,,,True,,,,,1.5,1.5,200,,,191.0
1482,,,,2.0,0.5,2000,1500,,,,,30,,,False,,,,,2.0,0.5,2000,,,701.7
1483,,,,1.5,1.5,800,400,,,,,25,,,False,,,,,1.5,1.5,800,,,351.4
1484,,,,2.0,0.5,700,0,,,,,39,,,False,,,,,2.0,0.5,700,,,292.8
1485,,,,9.0,3.0,1560,0,,,,,31,,,False,,,,,9.0,3.0,1560,,,466.0
1486,,,,6.0,0.5,4500,500,,,,,27,,,False,,,,,6.0,0.5,4500,,,1102.6
1487,,,,1.0,0.5,700,500,,,,,19,,,True,,,,,1.0,0.5,700,,,341.0
1488,,,,2.0,2.0,840,300,,,,,22,,,False,,,,,2.0,2.0,840,,,349.8
1489,,,,3.1646325459317586,1.7654267970401691,700,0,,,,,21,,,True,,,,,0.0,0.0,700,,,291.59300593429714
1490,,,,4.0,1.0,3300,430,,,,,27,,,False,,,,,4.0,1.0,3300,,,855.7
1491,,,,8.0,0.25,4975,1900,,,,,34,,,True,,,,,8.0,0.25,4975,,,1339.25
1492,,,,6.0,0.5,2000,650,,,,,28,,,False,,,,,6.0,0.5,2000,,,618.3
1493,,,,3.0,3.0,2660,1250,,,,,24,,,False,,,,,3.0,3.0,2660,,,809.9
1494,,,,1.0,1.0,1200,500,,,,,26,,,False,,,,,1.0,1.0,1200,,,442.4
1495,,,,4.0,1.0,1750,0,,,,,25,,,False,,,,,4.0,1.0,1750,,,503.0
1496,,,,4.0,4.0,2500,500,,,,,29,,,False,,,,,4.0,4.0,2500,,,704.1
1497,,,,4.0,2.0,2000,200,,,,,25,,,False,,,,,4.0,2.0,2000,,,573.4
1498,,,,0.25,1.7654267970401691,500,0,,,,,22,,,False,,,,,0.25,0.0,500,,,252.226542679704
1499,,,,2.0,0.25,1500,1000,,,,,22,,,False,,,,,2.0,0.25,1500,,,552.55
1500,,,,3.0,2.0,1500,500,,,,,24,,,False,,,,,3.0,2.0,1500,,,503.4
1501,,,,2.0,0.25,1700,1000,,,,,28,,,False,,,,,2.0,0.25,1700,,,593.35
1502,,,,2.0,1.0,1500,200,,,,,25,,,False,,,,,2.0,1.0,1500,,,473.3
1503,,,,0.25,0.25,450,450,,,,,24,,,False,,,,,0.25,0.25,450,,,287.8
1504,,,,2.0,1.0,1500,800,,,,,25,,,False,,,,,2.0,1.0,1500,,,533.5
1505,,,,1.5,1.0,1235,200,,,,,23,,,False,,,,,1.5,1.0,1235,,,420.3
1506,,,,9.0,4.0,1600,0,,,,,33,,,False,,,,,9.0,4.0,1600,,,476.5
1507,,,,4.0,2.0,3200,500,,,,,28,,,False,,,,,4.0,2.0,3200,,,844.7
1508,,,,0.5,0.5,360,90,,,,,25,,,False,,,,,0.5,0.5,360,,,234.5
1509,,,,1.0,0.5,500,0,,,,,31,,,False,,,,,1.0,0.5,500,,,254.3
1510,,,,1.0,1.7654267970401691,350,70,,,,,21,,,True,,,,,1.0,0.0,350,,,230.576542679704
1511,,,,5.0,2.0,4500,500,,,,,28,,,False,,,,,5.0,2.0,4500,,,1105.3
1512,,,,1.0,1.0,300,0,,,,,23,,,True,,,,,1.0,1.0,300,,,214.0
1513,,,,1.5,1.5,1050,300,,,,,31,,,False,,,,,1.5,1.5,1050,,,395.0
1514,,,,3.1646325459317586,1.7654267970401691,500,500,,,,,24,,,False,,,,,0.0,0.0,500,,,304.2930059342972
1515,,,,5.0,1.7654267970401691,2500,100,,,,,27,,,False,,,,,5.0,0.0,2500,,,665.376542679704
1516,,,,0.5,0.5,460,460,,,,,20,,,True,,,,,0.5,0.5,460,,,291.9
1517,,,,1.0,1.0,1500,10,,,,,34,,,False,,,,,1.0,1.0,1500,,,456.5
1518,,,,2.0,0.5,400,50,,,,,24,,,False,,,,,2.0,0.5,400,,,239.7
1519,,,,1.0,0.25,600,400,,,,,34,,,False,,,,,1.0,0.25,600,,,315.55
1520,,,,1.5,0.5,1600,0,,,,,35,,,False,,,,,1.5,0.5,1600,,,475.9
1521,,,,3.1646325459317586,1.7654267970401691,4600,300,,,,,33,,,False,,,,,10.0,10.0,4600,,,1107.8930059342972
1522,,,,4.0,4.0,1400,300,,,,,37,,,False,,,,,4.0,4.0,1400,,,467.5
1523,,,,1.5,0.5,2000,1500,,,,,29,,,False,,,,,1.5,0.5,2000,,,705.6
1524,,,,1.0,1.0,950,450,,,,,23,,,False,,,,,1.0,1.0,950,,,390.1
1525,,,,0.5,0.25,300,0,,,,,22,,,True,,,,,0.5,0.25,300,,,214.95
1526,,,,1.0,1.0,400,200,,,,,32,,,False,,,,,1.0,1.0,400,,,256.2
1527,,,,1.5,0.25,600,200,,,,,28,,,False,,,,,1.5,0.25,600,,,295.85
1528,,,,3.0,3.0,1000,200,,,,,25,,,False,,,,,3.0,3.0,1000,,,376.5
1529,,,,2.0,0.5,1100,100,,,,,29,,,False,,,,,2.0,0.5,1100,,,386.3
1530,,,,8.0,2.0,5600,0,,,,,28,,,False,,,,,8.0,2.0,5600,,,1277.8
1531,,,,3.0,0.25,2000,700,,,,,23,,,False,,,,,3.0,0.25,2000,,,626.05
1532,,,,7.0,4.0,3700,200,,,,,28,,,False,,,,,7.0,4.0,3700,,,918.2
1533,,,,3.1646325459317586,3.0,2200,400,,,,,26,,,False,,,,,10.0,3.0,2200,,,637.8164632545931
1534,,,,1.0,1.0,920,350,,,,,24,,,False,,,,,1.0,1.0,920,,,375.2
1535,,,,0.5,0.5,450,-150,,,,,32,,,False,,,,,0.5,0.5,450,,,231.9
1536,,,,1.0,1.0,480,320,,,,,27,,,False,,,,,1.0,1.0,480,,,284.7
1537,,,,3.0,1.0,2600,650,,,,,23,,,False,,,,,3.0,1.0,2600,,,741.8
1538,,,,3.1646325459317586,0.5,6000,500,,,,,38,,,False,,,,,10.0,0.5,6000,,,1409.0164632545932
1539,,,,3.0,0.5,3300,2000,,,,,22,,,True,,,,,3.0,0.5,3300,,,1016.9
1540,,,,4.0,3.0,1900,200,,,,,27,,,False,,,,,4.0,3.0,1900,,,558.1
1541,,,,0.25,0.25,300,100,,,,,26,,,False,,,,,0.25,0.25,300,,,226.8
1542,,,,3.1646325459317586,1.7654267970401691,3500,0,,,,,40,,,False,,,,,10.0,10.0,3500,,,860.6930059342973
1543,,,,3.0,2.0,2300,100,,,,,23,,,False,,,,,3.0,2.0,2300,,,627.6
1544,,,,1.0,1.0,900,300,,,,,23,,,False,,,,,1.0,1.0,900,,,367.1
1545,,,,2.0,1.0,600,100,,,,,36,,,False,,,,,2.0,1.0,600,,,288.7
1546,,,,8.0,1.0,3400,0,,,,,31,,,False,,,,,8.0,1.0,3400,,,839.5
1547,,,,6.0,4.0,4300,0,,,,,37,,,False,,,,,6.0,4.0,4300,,,1020.4
1548,,,,1.0,0.5,750,0,,,,,29,,,False,,,,,1.0,0.5,750,,,308.0
1549,,,,6.0,1.7654267970401691,2750,1300,,,,,38,,,False,,,,,6.0,0.0,2750,,,840.076542679704
1550,,,,6.0,1.5,3400,0,,,,,28,,,False,,,,,6.0,1.5,3400,,,839.3
1551,,,,1.0,1.0,495,150,,,,,22,,,True,,,,,1.0,1.0,495,,,271.8
1552,,,,3.0,2.0,2100,500,,,,,27,,,False,,,,,3.0,2.0,2100,,,628.9
1553,,,,2.0,2.0,3214,2000,,,,,21,,,False,,,,,2.0,2.0,3214,,,1001.0
1554,,,,3.0,3.0,1500,200,,,,,26,,,False,,,,,3.0,3.0,1500,,,479.2
1555,,,,1.0,1.0,600,100,,,,,24,,,False,,,,,1.0,1.0,600,,,288.3
1556,,,,1.0,0.5,800,200,,,,,25,,,False,,,,,1.0,0.5,800,,,338.4
1557,,,,6.0,0.5,2400,1550,,,,,25,,,False,,,,,6.0,0.5,2400,,,794.5
1558,,,,3.1646325459317586,4.0,2450,140,,,,,34,,,False,,,,,10.0,4.0,2450,,,665.3164632545931
1559,,,,0.25,0.25,350,0,,,,,30,,,False,,,,,0.25,0.25,350,,,229.0
1560,,,,2.0,2.0,1400,500,,,,,32,,,False,,,,,2.0,2.0,1400,,,490.0
1561,,,,5.0,5.0,2600,450,,,,,26,,,False,,,,,5.0,5.0,2600,,,725.7
1562,,,,3.1646325459317586,3.0,5550,250,,,,,35,,,False,,,,,10.0,3.0,5550,,,1296.616463254593
1563,,,,2.0,1.7654267970401691,1300,400,,,,,23,,,False,,,,,2.0,0.0,1300,,,459.176542679704
1564,,,,3.0,1.7654267970401691,2700,300,,,,,28,,,False,,,,,3.0,0.0,2700,,,729.976542679704
1565,,,,1.0,1.0,900,500,,,,,24,,,False,,,,,1.0,1.0,900,,,389.3
1566,,,,6.0,1.5,3500,1500,,,,,27,,,False,,,,,6.0,1.5,3500,,,1010.8
1567,,,,3.1646325459317586,1.5,3500,0,,,,,35,,,False,,,,,10.0,1.5,3500,,,861.8164632545931
1568,,,,6.0,6.0,1650,150,,,,,25,,,False,,,,,6.0,6.0,1650,,,506.7
1569,,,,1.5,0.5,600,200,,,,,26,,,False,,,,,1.5,0.5,600,,,299.9
1570,,,,1.0,1.0,500,300,,,,,23,,,False,,,,,1.0,1.0,500,,,289.7
1571,,,,1.0,1.7654267970401691,850,200,,,,,22,,,False,,,,,1.0,0.0,850,,,349.676542679704
1572,,,,3.0,0.25,3500,1900,,,,,25,,,False,,,,,3.0,0.25,3500,,,1050.35
1573,,,,1.5,1.5,2000,800,,,,,25,,,False,,,,,1.5,1.5,2000,,,640.4
1574,,,,2.0,2.0,650,150,,,,,32,,,False,,,,,2.0,2.0,650,,,306.4
1575,,,,6.0,2.0,2850,150,,,,,27,,,False,,,,,6.0,2.0,2850,,,746.8
1576,,,,4.0,3.0,2090,200,,,,,28,,,False,,,,,4.0,3.0,2090,,,599.8
1577,,,,3.1646325459317586,1.7654267970401691,1000,0,,,,,31,,,False,,,,,0.0,0.0,1000,,,361.2930059342972
1578,,,,1.0,1.0,1400,600,,,,,25,,,False,,,,,1.0,1.0,1400,,,500.7
1579,,,,1.0,1.7654267970401691,2100,1200,,,,,30,,,False,,,,,1.0,0.0,2100,,,701.276542679704
1580,,,,8.0,0.5,3200,1200,,,,,29,,,False,,,,,8.0,0.5,3200,,,922.6
1581,,,,2.0,0.5,700,100,,,,,27,,,False,,,,,2.0,0.5,700,,,311.3
1582,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,25,,,False,,,,,0.0,0.0,300,,,221.19300593429716
1583,,,,5.0,1.5,2300,0,,,,,23,,,False,,,,,5.0,1.5,2300,,,621.9
1584,,,,2.0,1.7654267970401691,1600,600,,,,,22,,,False,,,,,2.0,0.0,1600,,,541.176542679704
1585,,,,0.25,1.7654267970401691,300,0,,,,,27,,,False,,,,,0.25,0.0,300,,,221.42654267970403
1586,,,,3.1646325459317586,1.5,3450,0,,,,,38,,,False,,,,,10.0,1.5,3450,,,854.0164632545932
